"State","Year","Variable","Value"
"Maryland","1999","Total employment","67.4"
"Maryland","2000","Total employment","67.7"
"Maryland","2001","Total employment","67.3"
"Maryland","2002","Total employment","66.8"
"Maryland","2003","Total employment","66.3"
"Maryland","2004","Total employment","65.8"
"Maryland","2005","Total employment","65.9"
"Maryland","2006","Total employment","66.4"
"Maryland","2007","Total employment","66.3"
"Maryland","2008","Total employment","66.0"
"Maryland","2009","Total employment","64.1"
"Maryland","2010","Total employment","63.2"
"Maryland","2011","Total employment","63.0"
"Maryland","2012","Total employment","63.1"
"Maryland","2013","Total employment","62.9"
"Maryland","2014","Total employment","63.0"
"Maryland","2015","Total employment","63.5"
"Maryland","2016","Total employment","64.2"
"Massachusetts","1990","Total employment","63.7"
"Massachusetts","1991","Total employment","62.2"
"Massachusetts","1992","Total employment","62.1"
"Massachusetts","1993","Total employment","62.9"
"Massachusetts","1994","Total employment","63.8"
"Massachusetts","1995","Total employment","64.1"
"Massachusetts","1996","Total employment","64.8"
"Massachusetts","1997","Total employment","65.9"
"Massachusetts","1998","Total employment","66.5"
"Massachusetts","1999","Total employment","66.3"
"Massachusetts","2000","Total employment","65.7"
"Massachusetts","2001","Total employment","65.5"
"Massachusetts","2002","Total employment","64.9"
"Massachusetts","2003","Total employment","64.2"
"Massachusetts","2004","Total employment","63.9"
"Massachusetts","2005","Total employment","63.6"
"Massachusetts","2006","Total employment","63.7"
"Massachusetts","2007","Total employment","63.6"
"Massachusetts","2008","Total employment","62.9"
"Massachusetts","2009","Total employment","60.9"
"Massachusetts","2010","Total employment","60.8"
"Massachusetts","2011","Total employment","60.8"
"Massachusetts","2012","Total employment","60.8"
"Massachusetts","2013","Total employment","60.6"
"Massachusetts","2014","Total employment","61.5"
"Massachusetts","2015","Total employment","62.0"
"Massachusetts","2016","Total employment","62.5"
"Michigan","1990","Total employment","60.7"
"Michigan","1991","Total employment","59.0"
"Michigan","1992","Total employment","59.7"
"Michigan","1993","Total employment","61.3"
"Michigan","1994","Total employment","62.6"
"Michigan","1995","Total employment","62.6"
"Michigan","1996","Total employment","63.0"
"Michigan","1997","Total employment","64.1"
"Michigan","1998","Total employment","64.9"
"Michigan","1999","Total employment","65.9"
"Michigan","2000","Total employment","66.2"
"Michigan","2001","Total employment","64.1"
"Michigan","2002","Total employment","61.7"
"Michigan","2003","Total employment","60.9"
"Michigan","2004","Total employment","61.1"
"Michigan","2005","Total employment","61.3"
"Michigan","2006","Total employment","60.8"
"Michigan","2007","Total employment","59.9"
"Michigan","2008","Total employment","58.3"
"Michigan","2009","Total employment","54.5"
"Michigan","2010","Total employment","54.2"
"Michigan","2011","Total employment","54.2"
"Michigan","2012","Total employment","54.6"
"Michigan","2013","Total employment","55.2"
"Michigan","2014","Total employment","56.2"
"Michigan","2015","Total employment","57.2"
"Michigan","2016","Total employment","58.2"
"Minnesota","1990","Total employment","69.8"
"Minnesota","1991","Total employment","69.6"
"Minnesota","1992","Total employment","70.0"
"Minnesota","1993","Total employment","70.5"
"Minnesota","1994","Total employment","71.3"
"Minnesota","1995","Total employment","71.9"
"Minnesota","1996","Total employment","72.0"
"Minnesota","1997","Total employment","72.3"
"Minnesota","1998","Total employment","72.8"
"Minnesota","1999","Total employment","72.9"
"Minnesota","2000","Total employment","73.0"
"Minnesota","2001","Total employment","72.4"
"Minnesota","2002","Total employment","71.4"
"Minnesota","2003","Total employment","70.8"
"Minnesota","2004","Total employment","70.5"
"Minnesota","2005","Total employment","70.3"
"Minnesota","2006","Total employment","69.8"
"Minnesota","2007","Total employment","69.1"
"Minnesota","2008","Total employment","68.3"
"Minnesota","2009","Total employment","66.5"
"Minnesota","2010","Total employment","66.1"
"Minnesota","2011","Total employment","66.4"
"Minnesota","2012","Total employment","66.4"
"Minnesota","2013","Total employment","66.5"
"Minnesota","2014","Total employment","66.7"
"Minnesota","2015","Total employment","66.9"
"Minnesota","2016","Total employment","66.8"
"Mississippi","1990","Total employment","57.8"
"Mississippi","1991","Total employment","56.5"
"Mississippi","1992","Total employment","56.7"
"Mississippi","1993","Total employment","58.2"
"Mississippi","1994","Total employment","59.2"
"Mississippi","1995","Total employment","59.0"
"Mississippi","1996","Total employment","58.7"
"Mississippi","1997","Total employment","58.6"
"Mississippi","1998","Total employment","58.4"
"Mississippi","1999","Total employment","58.6"
"Mississippi","2000","Total employment","59.5"
"Mississippi","2001","Total employment","58.1"
"Mississippi","2002","Total employment","56.9"
"Mississippi","2003","Total employment","57.5"
"Mississippi","2004","Total employment","57.7"
"Mississippi","2005","Total employment","56.9"
"Mississippi","2006","Total employment","56.1"
"Mississippi","2007","Total employment","56.4"
"Mississippi","2008","Total employment","55.8"
"Mississippi","2009","Total employment","52.2"
"Mississippi","2010","Total employment","52.6"
"Mississippi","2011","Total employment","53.9"
"Mississippi","2012","Total employment","53.2"
"Mississippi","2013","Total employment","51.2"
"Mississippi","2014","Total employment","50.7"
"Mississippi","2015","Total employment","52.2"
"Mississippi","2016","Total employment","52.8"
"Missouri","1990","Total employment","63.8"
"Missouri","1991","Total employment","63.5"
"Missouri","1992","Total employment","63.4"
"Missouri","1993","Total employment","63.5"
"Missouri","1994","Total employment","65.7"
"Missouri","1995","Total employment","67.4"
"Missouri","1996","Total employment","67.7"
"Missouri","1997","Total employment","67.8"
"Missouri","1998","Total employment","67.1"
"Missouri","1999","Total employment","66.9"
"Missouri","2000","Total employment","67.4"
"Missouri","2001","Total employment","67.0"
"Missouri","2002","Total employment","65.9"
"Missouri","2003","Total employment","65.6"
"Missouri","2004","Total employment","64.7"
"Missouri","2005","Total employment","64.2"
"Missouri","2006","Total employment","64.2"
"Missouri","2007","Total employment","63.5"
"Missouri","2008","Total employment","62.1"
"Missouri","2009","Total employment","60.0"
"Missouri","2010","Total employment","59.7"
"Missouri","2011","Total employment","60.0"
"Missouri","2012","Total employment","60.3"
"Missouri","2013","Total employment","60.1"
"Missouri","2014","Total employment","60.9"
"Missouri","2015","Total employment","62.1"
"Missouri","2016","Total employment","62.4"
"Montana","1990","Total employment","63.6"
"Montana","1991","Total employment","62.7"
"Montana","1992","Total employment","63.6"
"Montana","1993","Total employment","63.4"
"Montana","1994","Total employment","63.9"
"Montana","1995","Total employment","63.8"
"Montana","1996","Total employment","63.8"
"Montana","1997","Total employment","63.6"
"Montana","1998","Total employment","64.3"
"Montana","1999","Total employment","64.6"
"Montana","2000","Total employment","64.7"
"Montana","2001","Total employment","64.2"
"Montana","2002","Total employment","63.8"
"Montana","2003","Total employment","63.4"
"Montana","2004","Total employment","63.7"
"Montana","2005","Total employment","63.8"
"Montana","2006","Total employment","64.4"
"Montana","2007","Total employment","64.5"
"Montana","2008","Total employment","63.6"
"Montana","2009","Total employment","60.8"
"Montana","2010","Total employment","59.7"
"Montana","2011","Total employment","59.4"
"Montana","2012","Total employment","60.1"
"Montana","2013","Total employment","60.6"
"Montana","2014","Total employment","60.6"
"Montana","2015","Total employment","61.1"
"Montana","2016","Total employment","61.2"
"Nebraska","1990","Total employment","69.3"
"Nebraska","1991","Total employment","69.3"
"Nebraska","1992","Total employment","69.3"
"Nebraska","1993","Total employment","69.9"
"Nebraska","1994","Total employment","71.1"
"Nebraska","1995","Total employment","71.4"
"Nebraska","1996","Total employment","71.4"
"Nebraska","1997","Total employment","71.4"
"Nebraska","1998","Total employment","71.6"
"Nebraska","1999","Total employment","71.5"
"Nebraska","2000","Total employment","71.5"
"Nebraska","2001","Total employment","71.3"
"Nebraska","2002","Total employment","70.8"
"Nebraska","2003","Total employment","70.9"
"Nebraska","2004","Total employment","70.9"
"Nebraska","2005","Total employment","70.7"
"Nebraska","2006","Total employment","70.5"
"Nebraska","2007","Total employment","70.7"
"Nebraska","2008","Total employment","70.8"
"Nebraska","2009","Total employment","69.4"
"Nebraska","2010","Total employment","68.3"
"Nebraska","2011","Total employment","68.5"
"Nebraska","2012","Total employment","69.0"
"Nebraska","2013","Total employment","68.8"
"Nebraska","2014","Total employment","68.3"
"Nebraska","2015","Total employment","67.7"
"Nebraska","2016","Total employment","67.3"
"Nevada","1990","Total employment","67.9"
"Nevada","1991","Total employment","66.3"
"Nevada","1992","Total employment","65.3"
"Nevada","1993","Total employment","65.4"
"Nevada","1994","Total employment","65.8"
"Nevada","1995","Total employment","65.2"
"Nevada","1996","Total employment","65.8"
"Nevada","1997","Total employment","66.4"
"Nevada","1998","Total employment","66.3"
"Nevada","1999","Total employment","66.7"
"Nevada","2000","Total employment","67.2"
"Nevada","2001","Total employment","66.7"
"Nevada","2002","Total employment","65.2"
"Nevada","2003","Total employment","64.4"
"Nevada","2004","Total employment","64.2"
"Nevada","2005","Total employment","64.5"
"Nevada","2006","Total employment","65.5"
"Nevada","2007","Total employment","65.6"
"Nevada","2008","Total employment","64.4"
"Nevada","2009","Total employment","59.8"
"Nevada","2010","Total employment","57.0"
"Nevada","2011","Total employment","57.0"
"Nevada","2012","Total employment","57.4"
"Nevada","2013","Total employment","57.8"
"Nevada","2014","Total employment","58.3"
"Nevada","2015","Total employment","58.6"
"Nevada","2016","Total employment","58.6"
"New Hampshire","1990","Total employment","69.0"
"New Hampshire","1991","Total employment","67.1"
"New Hampshire","1992","Total employment","67.0"
"New Hampshire","1993","Total employment","67.6"
"New Hampshire","1994","Total employment","68.7"
"New Hampshire","1995","Total employment","68.9"
"New Hampshire","1996","Total employment","68.6"
"New Hampshire","1997","Total employment","69.1"
"New Hampshire","1998","Total employment","69.8"
"New Hampshire","1999","Total employment","70.3"
"New Hampshire","2000","Total employment","70.5"
"New Hampshire","2001","Total employment","69.8"
"New Hampshire","2002","Total employment","68.4"
"New Hampshire","2003","Total employment","68.1"
"New Hampshire","2004","Total employment","68.4"
"New Hampshire","2005","Total employment","68.7"
"New Hampshire","2006","Total employment","68.5"
"New Hampshire","2007","Total employment","68.3"
"New Hampshire","2008","Total employment","67.9"
"New Hampshire","2009","Total employment","66.0"
"New Hampshire","2010","Total employment","65.9"
"New Hampshire","2011","Total employment","65.8"
"New Hampshire","2012","Total employment","65.7"
"New Hampshire","2013","Total employment","65.7"
"New Hampshire","2014","Total employment","65.8"
"New Hampshire","2015","Total employment","66.2"
"New Hampshire","2016","Total employment","66.7"
"New Jersey","1990","Total employment","63.7"
"New Jersey","1991","Total employment","62.4"
"New Jersey","1992","Total employment","61.1"
"New Jersey","1993","Total employment","60.6"
"New Jersey","1994","Total employment","61.4"
"New Jersey","1995","Total employment","62.2"
"New Jersey","1996","Total employment","63.2"
"New Jersey","1997","Total employment","64.1"
"New Jersey","1998","Total employment","63.8"
"New Jersey","1999","Total employment","64.0"
"New Jersey","2000","Total employment","64.0"
"New Jersey","2001","Total employment","63.3"
"New Jersey","2002","Total employment","62.7"
"New Jersey","2003","Total employment","62.3"
"New Jersey","2004","Total employment","62.7"
"New Jersey","2005","Total employment","63.3"
"New Jersey","2006","Total employment","63.6"
"New Jersey","2007","Total employment","63.6"
"New Jersey","2008","Total employment","63.4"
"New Jersey","2009","Total employment","61.2"
"New Jersey","2010","Total employment","60.0"
"New Jersey","2011","Total employment","59.7"
"New Jersey","2012","Total employment","59.7"
"New Jersey","2013","Total employment","59.4"
"New Jersey","2014","Total employment","59.8"
"New Jersey","2015","Total employment","60.4"
"New Jersey","2016","Total employment","60.6"
"New Mexico","1990","Total employment","59.6"
"New Mexico","1991","Total employment","59.1"
"New Mexico","1992","Total employment","59.1"
"New Mexico","1993","Total employment","59.2"
"New Mexico","1994","Total employment","59.7"
"New Mexico","1995","Total employment","59.5"
"New Mexico","1996","Total employment","58.8"
"New Mexico","1997","Total employment","59.3"
"New Mexico","1998","Total employment","59.5"
"New Mexico","1999","Total employment","59.3"
"New Mexico","2000","Total employment","59.9"
"New Mexico","2001","Total employment","60.3"
"New Mexico","2002","Total employment","60.2"
"New Mexico","2003","Total employment","60.2"
"New Mexico","2004","Total employment","60.3"
"New Mexico","2005","Total employment","60.6"
"New Mexico","2006","Total employment","60.8"
"New Mexico","2007","Total employment","60.6"
"New Mexico","2008","Total employment","60.2"
"New Mexico","2009","Total employment","57.3"
"New Mexico","2010","Total employment","55.1"
"New Mexico","2011","Total employment","54.4"
"New Mexico","2012","Total employment","54.2"
"New Mexico","2013","Total employment","53.8"
"New Mexico","2014","Total employment","53.8"
"New Mexico","2015","Total employment","53.8"
"New Mexico","2016","Total employment","53.7"
"New York","1990","Total employment","59.3"
"New York","1991","Total employment","57.5"
"New York","1992","Total employment","56.7"
"New York","1993","Total employment","56.7"
"New York","1994","Total employment","57.0"
"New York","1995","Total employment","57.2"
"New York","1996","Total employment","57.9"
"New York","1997","Total employment","59.0"
"New York","1998","Total employment","59.5"
"New York","1999","Total employment","59.8"
"New York","2000","Total employment","59.9"
"New York","2001","Total employment","59.5"
"New York","2002","Total employment","59.1"
"New York","2003","Total employment","58.5"
"New York","2004","Total employment","59.1"
"New York","2005","Total employment","59.9"
"New York","2006","Total employment","60.1"
"New York","2007","Total employment","59.8"
"New York","2008","Total employment","59.8"
"New York","2009","Total employment","57.6"
"New York","2010","Total employment","57.0"
"New York","2011","Total employment","56.3"
"New York","2012","Total employment","56.4"
"New York","2013","Total employment","56.7"
"New York","2014","Total employment","57.0"
"New York","2015","Total employment","57.5"
"New York","2016","Total employment","57.7"
"North Carolina","1990","Total employment","65.4"
"North Carolina","1991","Total employment","64.2"
"North Carolina","1992","Total employment","64.2"
"North Carolina","1993","Total employment","64.1"
"North Carolina","1994","Total employment","64.3"
"North Carolina","1995","Total employment","64.3"
"North Carolina","1996","Total employment","65.3"
"North Carolina","1997","Total employment","65.8"
"North Carolina","1998","Total employment","64.8"
"North Carolina","1999","Total employment","65.0"
"North Carolina","2000","Total employment","65.2"
"North Carolina","2001","Total employment","64.0"
"North Carolina","2002","Total employment","62.1"
"North Carolina","2003","Total employment","62.6"
"North Carolina","2004","Total employment","62.3"
"North Carolina","2005","Total employment","62.3"
"North Carolina","2006","Total employment","63.0"
"North Carolina","2007","Total employment","62.5"
"North Carolina","2008","Total employment","61.1"
"North Carolina","2009","Total employment","57.4"
"North Carolina","2010","Total employment","56.5"
"North Carolina","2011","Total employment","56.1"
"North Carolina","2012","Total employment","56.6"
"North Carolina","2013","Total employment","56.8"
"North Carolina","2014","Total employment","57.2"
"North Carolina","2015","Total employment","57.7"
"North Carolina","2016","Total employment","58.7"
"North Dakota","1990","Total employment","65.7"
"North Dakota","1991","Total employment","65.0"
"North Dakota","1992","Total employment","64.6"
"North Dakota","1993","Total employment","66.0"
"North Dakota","1994","Total employment","68.4"
"North Dakota","1995","Total employment","68.8"
"North Dakota","1996","Total employment","69.8"
"North Dakota","1997","Total employment","70.4"
"North Dakota","1998","Total employment","69.8"
"North Dakota","1999","Total employment","68.4"
"North Dakota","2000","Total employment","68.5"
"North Dakota","2001","Total employment","68.5"
"North Dakota","2002","Total employment","67.7"
"North Dakota","2003","Total employment","68.3"
"North Dakota","2004","Total employment","69.5"
"North Dakota","2005","Total employment","69.9"
"North Dakota","2006","Total employment","70.8"
"North Dakota","2007","Total employment","71.7"
"North Dakota","2008","Total employment","72.0"
"North Dakota","2009","Total employment","70.2"
"North Dakota","2010","Total employment","69.9"
"North Dakota","2011","Total employment","70.3"
"North Dakota","2012","Total employment","70.8"
"North Dakota","2013","Total employment","70.6"
"North Dakota","2014","Total employment","70.7"
"North Dakota","2015","Total employment","69.3"
"North Dakota","2016","Total employment","69.2"
"Ohio","1990","Total employment","62.1"
"Ohio","1991","Total employment","61.2"
"Ohio","1992","Total employment","61.1"
"Ohio","1993","Total employment","61.2"
"Ohio","1994","Total employment","62.1"
"Ohio","1995","Total employment","62.7"
"Ohio","1996","Total employment","62.9"
"Ohio","1997","Total employment","63.5"
"Ohio","1998","Total employment","63.7"
"Ohio","1999","Total employment","64.1"
"Ohio","2000","Total employment","64.4"
"Ohio","2001","Total employment","64.2"
"Ohio","2002","Total employment","63.3"
"Ohio","2003","Total employment","62.9"
"Ohio","2004","Total employment","62.6"
"Ohio","2005","Total employment","62.8"
"Ohio","2006","Total employment","63.5"
"Ohio","2007","Total employment","63.6"
"Ohio","2008","Total employment","62.5"
"Ohio","2009","Total employment","59.2"
"Ohio","2010","Total employment","58.5"
"Ohio","2011","Total employment","58.5"
"Ohio","2012","Total employment","58.6"
"Ohio","2013","Total employment","58.4"
"Ohio","2014","Total employment","59.1"
"Ohio","2015","Total employment","59.4"
"Ohio","2016","Total employment","59.4"
"Oklahoma","1990","Total employment","61.2"
"Oklahoma","1991","Total employment","59.7"
"Oklahoma","1992","Total employment","59.7"
"Oklahoma","1993","Total employment","59.8"
"Oklahoma","1994","Total employment","60.1"
"Oklahoma","1995","Total employment","60.5"
"Oklahoma","1996","Total employment","61.1"
"Oklahoma","1997","Total employment","61.5"
"Oklahoma","1998","Total employment","61.8"
"Oklahoma","1999","Total employment","62.4"
"Oklahoma","2000","Total employment","62.4"
"Oklahoma","2001","Total employment","62.3"
"Oklahoma","2002","Total employment","61.6"
"Oklahoma","2003","Total employment","60.7"
"Oklahoma","2004","Total employment","60.9"
"Oklahoma","2005","Total employment","61.2"
"Oklahoma","2006","Total employment","61.2"
"Oklahoma","2007","Total employment","60.9"
"Oklahoma","2008","Total employment","61.3"
"Oklahoma","2009","Total employment","59.6"
"Oklahoma","2010","Total employment","58.2"
"Oklahoma","2011","Total employment","58.2"
"Oklahoma","2012","Total employment","59.1"
"Oklahoma","2013","Total employment","58.6"
"Oklahoma","2014","Total employment","58.2"
"Oklahoma","2015","Total employment","59.0"
"Oklahoma","2016","Total employment","58.2"
"Oregon","1990","Total employment","64.2"
"Oregon","1991","Total employment","63.3"
"Oregon","1992","Total employment","62.8"
"Oregon","1993","Total employment","63.3"
"Oregon","1994","Total employment","64.9"
"Oregon","1995","Total employment","65.0"
"Oregon","1996","Total employment","64.8"
"Oregon","1997","Total employment","64.9"
"Oregon","1998","Total employment","65.0"
"Oregon","1999","Total employment","64.8"
"Oregon","2000","Total employment","65.3"
"Oregon","2001","Total employment","63.7"
"Oregon","2002","Total employment","62.4"
"Oregon","2003","Total employment","61.6"
"Oregon","2004","Total employment","61.2"
"Oregon","2005","Total employment","61.3"
"Oregon","2006","Total employment","62.1"
"Oregon","2007","Total employment","62.3"
"Oregon","2008","Total employment","61.5"
"Oregon","2009","Total employment","58.3"
"Oregon","2010","Total employment","58.4"
"Oregon","2011","Total employment","58.9"
"Oregon","2012","Total employment","57.5"
"Oregon","2013","Total employment","56.1"
"Oregon","2014","Total employment","57.0"
"Oregon","2015","Total employment","58.0"
"Oregon","2016","Total employment","59.5"
"Pennsylvania","1990","Total employment","59.9"
"Pennsylvania","1991","Total employment","58.8"
"Pennsylvania","1992","Total employment","58.8"
"Pennsylvania","1993","Total employment","58.9"
"Pennsylvania","1994","Total employment","59.1"
"Pennsylvania","1995","Total employment","59.3"
"Pennsylvania","1996","Total employment","60.1"
"Pennsylvania","1997","Total employment","61.0"
"Pennsylvania","1998","Total employment","61.3"
"Pennsylvania","1999","Total employment","61.4"
"Pennsylvania","2000","Total employment","61.7"
"Pennsylvania","2001","Total employment","61.8"
"Pennsylvania","2002","Total employment","61.4"
"Pennsylvania","2003","Total employment","60.6"
"Pennsylvania","2004","Total employment","60.9"
"Pennsylvania","2005","Total employment","61.2"
"Pennsylvania","2006","Total employment","61.5"
"Pennsylvania","2007","Total employment","61.7"
"Pennsylvania","2008","Total employment","61.8"
"Pennsylvania","2009","Total employment","59.2"
"Pennsylvania","2010","Total employment","58.1"
"Pennsylvania","2011","Total employment","58.2"
"Pennsylvania","2012","Total employment","58.6"
"Pennsylvania","2013","Total employment","58.6"
"Pennsylvania","2014","Total employment","59.0"
"Pennsylvania","2015","Total employment","59.5"
"Pennsylvania","2016","Total employment","59.8"
"Rhode Island","1990","Total employment","63.4"
"Rhode Island","1991","Total employment","60.7"
"Rhode Island","1992","Total employment","61.6"
"Rhode Island","1993","Total employment","61.8"
"Rhode Island","1994","Total employment","61.2"
"Rhode Island","1995","Total employment","61.1"
"Rhode Island","1996","Total employment","61.8"
"Rhode Island","1997","Total employment","63.0"
"Rhode Island","1998","Total employment","63.5"
"Rhode Island","1999","Total employment","64.0"
"Rhode Island","2000","Total employment","64.2"
"Rhode Island","2001","Total employment","63.3"
"Rhode Island","2002","Total employment","63.1"
"Rhode Island","2003","Total employment","63.6"
"Rhode Island","2004","Total employment","63.3"
"Rhode Island","2005","Total employment","64.2"
"Rhode Island","2006","Total employment","65.0"
"Rhode Island","2007","Total employment","64.9"
"Rhode Island","2008","Total employment","62.7"
"Rhode Island","2009","Total employment","60.0"
"Rhode Island","2010","Total employment","59.7"
"Rhode Island","2011","Total employment","59.1"
"Rhode Island","2012","Total employment","59.1"
"Rhode Island","2013","Total employment","59.6"
"Rhode Island","2014","Total employment","60.2"
"Rhode Island","2015","Total employment","60.9"
"Rhode Island","2016","Total employment","61.0"
"South Carolina","1990","Total employment","63.6"
"South Carolina","1991","Total employment","62.0"
"South Carolina","1992","Total employment","61.8"
"South Carolina","1993","Total employment","61.9"
"South Carolina","1994","Total employment","62.3"
"South Carolina","1995","Total employment","62.6"
"South Carolina","1996","Total employment","62.6"
"South Carolina","1997","Total employment","62.9"
"South Carolina","1998","Total employment","63.4"
"South Carolina","1999","Total employment","63.5"
"South Carolina","2000","Total employment","63.4"
"South Carolina","2001","Total employment","60.3"
"South Carolina","2002","Total employment","59.2"
"South Carolina","2003","Total employment","59.3"
"South Carolina","2004","Total employment","59.6"
"South Carolina","2005","Total employment","59.7"
"South Carolina","2006","Total employment","59.7"
"South Carolina","2007","Total employment","59.4"
"South Carolina","2008","Total employment","58.0"
"South Carolina","2009","Total employment","54.7"
"South Carolina","2010","Total employment","53.7"
"South Carolina","2011","Total employment","53.9"
"South Carolina","2012","Total employment","54.3"
"South Carolina","2013","Total employment","54.7"
"South Carolina","2014","Total employment","55.4"
"South Carolina","2015","Total employment","55.8"
"South Carolina","2016","Total employment","56.3"
"South Dakota","1990","Total employment","66.7"
"South Dakota","1991","Total employment","66.8"
"South Dakota","1992","Total employment","67.5"
"South Dakota","1993","Total employment","68.0"
"South Dakota","1994","Total employment","69.1"
"South Dakota","1995","Total employment","69.9"
"South Dakota","1996","Total employment","69.5"
"South Dakota","1997","Total employment","69.6"
"South Dakota","1998","Total employment","70.4"
"South Dakota","1999","Total employment","71.0"
"South Dakota","2000","Total employment","71.0"
"South Dakota","2001","Total employment","70.6"
"South Dakota","2002","Total employment","70.8"
"South Dakota","2003","Total employment","70.8"
"South Dakota","2004","Total employment","70.6"
"South Dakota","2005","Total employment","70.3"
"South Dakota","2006","Total employment","70.6"
"South Dakota","2007","Total employment","71.1"
"South Dakota","2008","Total employment","70.8"
"South Dakota","2009","Total employment","68.7"
"South Dakota","2010","Total employment","67.7"
"South Dakota","2011","Total employment","67.3"
"South Dakota","2012","Total employment","66.9"
"South Dakota","2013","Total employment","66.8"
"South Dakota","2014","Total employment","66.9"
"South Dakota","2015","Total employment","67.1"
"South Dakota","2016","Total employment","67.0"
"Tennessee","1990","Total employment","60.2"
"Tennessee","1991","Total employment","58.9"
"Tennessee","1992","Total employment","59.3"
"Tennessee","1993","Total employment","60.5"
"Tennessee","1994","Total employment","63.2"
"Tennessee","1995","Total employment","63.6"
"Tennessee","1996","Total employment","63.2"
"Tennessee","1997","Total employment","62.6"
"Tennessee","1998","Total employment","63.0"
"Tennessee","1999","Total employment","63.4"
"Tennessee","2000","Total employment","62.7"
"Tennessee","2001","Total employment","62.1"
"Tennessee","2002","Total employment","62.0"
"Tennessee","2003","Total employment","61.2"
"Tennessee","2004","Total employment","60.0"
"Tennessee","2005","Total employment","59.5"
"Tennessee","2006","Total employment","61.3"
"Tennessee","2007","Total employment","61.4"
"Tennessee","2008","Total employment","59.2"
"Tennessee","2009","Total employment","56.1"
"Tennessee","2010","Total employment","56.7"
"Tennessee","2011","Total employment","57.2"
"Tennessee","2012","Total employment","56.9"
"Tennessee","2013","Total employment","55.9"
"Tennessee","2014","Total employment","55.6"
"Tennessee","2015","Total employment","56.2"
"Tennessee","2016","Total employment","57.2"
"Texas","1990","Total employment","64.1"
"Texas","1991","Total employment","63.7"
"Texas","1992","Total employment","63.8"
"Texas","1993","Total employment","64.2"
"Texas","1994","Total employment","64.9"
"Texas","1995","Total employment","65.1"
"Texas","1996","Total employment","65.1"
"Texas","1997","Total employment","65.5"
"Texas","1998","Total employment","65.6"
"Texas","1999","Total employment","65.4"
"Texas","2000","Total employment","65.3"
"Texas","2001","Total employment","64.6"
"Texas","2002","Total employment","63.8"
"Texas","2003","Total employment","63.5"
"Texas","2004","Total employment","63.3"
"Texas","2005","Total employment","63.3"
"Texas","2006","Total employment","63.4"
"Texas","2007","Total employment","62.9"
"Texas","2008","Total employment","62.6"
"Texas","2009","Total employment","60.9"
"Texas","2010","Total employment","60.6"
"Texas","2011","Total employment","60.8"
"Texas","2012","Total employment","61.2"
"Texas","2013","Total employment","61.3"
"Texas","2014","Total employment","61.5"
"Texas","2015","Total employment","60.9"
"Texas","2016","Total employment","60.7"
"Utah","1990","Total employment","67.8"
"Utah","1991","Total employment","67.6"
"Utah","1992","Total employment","67.6"
"Utah","1993","Total employment","69.3"
"Utah","1994","Total employment","70.2"
"Utah","1995","Total employment","69.5"
"Utah","1996","Total employment","69.1"
"Utah","1997","Total employment","69.5"
"Utah","1998","Total employment","69.6"
"Utah","1999","Total employment","69.6"
"Utah","2000","Total employment","69.7"
"Utah","2001","Total employment","68.7"
"Utah","2002","Total employment","67.4"
"Utah","2003","Total employment","67.0"
"Utah","2004","Total employment","67.6"
"Utah","2005","Total employment","68.7"
"Utah","2006","Total employment","69.7"
"Utah","2007","Total employment","70.1"
"Utah","2008","Total employment","68.4"
"Utah","2009","Total employment","64.2"
"Utah","2010","Total employment","63.4"
"Utah","2011","Total employment","63.2"
"Utah","2012","Total employment","64.0"
"Utah","2013","Total employment","65.0"
"Utah","2014","Total employment","65.4"
"Utah","2015","Total employment","65.8"
"Utah","2016","Total employment","66.4"
"Vermont","1990","Total employment","67.4"
"Vermont","1991","Total employment","65.6"
"Vermont","1992","Total employment","66.4"
"Vermont","1993","Total employment","67.6"
"Vermont","1994","Total employment","68.0"
"Vermont","1995","Total employment","68.3"
"Vermont","1996","Total employment","68.4"
"Vermont","1997","Total employment","68.7"
"Vermont","1998","Total employment","69.6"
"Vermont","1999","Total employment","69.8"
"Vermont","2000","Total employment","68.0"
"Vermont","2001","Total employment","68.1"
"Vermont","2002","Total employment","68.1"
"Vermont","2003","Total employment","67.9"
"Vermont","2004","Total employment","68.1"
"Vermont","2005","Total employment","68.3"
"Vermont","2006","Total employment","68.9"
"Vermont","2007","Total employment","67.6"
"Vermont","2008","Total employment","67.0"
"Vermont","2009","Total employment","66.3"
"Vermont","2010","Total employment","66.5"
"Vermont","2011","Total employment","66.4"
"Vermont","2012","Total employment","65.9"
"Vermont","2013","Total employment","65.4"
"Vermont","2014","Total employment","65.0"
"Vermont","2015","Total employment","64.7"
"Vermont","2016","Total employment","64.8"
"Virginia","1990","Total employment","66.7"
"Virginia","1991","Total employment","66.7"
"Virginia","1992","Total employment","66.7"
"Virginia","1993","Total employment","66.0"
"Virginia","1994","Total employment","66.3"
"Virginia","1995","Total employment","66.1"
"Virginia","1996","Total employment","64.7"
"Virginia","1997","Total employment","64.8"
"Virginia","1998","Total employment","65.4"
"Virginia","1999","Total employment","65.7"
"Virginia","2000","Total employment","66.4"
"Virginia","2001","Total employment","66.0"
"Virginia","2002","Total employment","65.5"
"Virginia","2003","Total employment","65.2"
"Virginia","2004","Total employment","65.0"
"Virginia","2005","Total employment","65.9"
"Virginia","2006","Total employment","66.6"
"Virginia","2007","Total employment","66.8"
"Virginia","2008","Total employment","67.0"
"Virginia","2009","Total employment","64.0"
